error,mode
2.066123997571531,novibro
1.6093866867165711,novibro
1.274943688566932,novibro
2.1068918640247682,novibro
4.098904551117824,novibro
2.1084465180303007,novibro
1.9386371150342738,novibro
3.5211118834160278,novibro
2.830363756880986,novibro
1.9443037547126785,novibro
2.0501007993963283,novibro
1.3288807189952199,novibro
0.837484829051673,novibro
2.3557916082578747,novibro
4.817214345023863,novibro
1.266865434335617,novibro
3.2822035968033902,novibro
3.031546610228745,novibro
2.865922699849206,novibro
1.072456735962298,novibro
2.1985297527153658,novibro
2.167948677889925,novibro
1.2602063775833492,novibro
2.3450412132141794,novibro
3.741569665623313,novibro
3.1629955030878376,novibro
2.3707683480801602,novibro
3.2872107821829917,novibro
2.887469934069504,novibro
1.668568465196228,novibro
3.006068923658648,novibro
1.3503831166154974,novibro
1.0026205884557147,novibro
1.623928041274306,vibro
4.3595432735122,vibro
4.39906784998137,vibro
1.73155977812571,vibro
2.7425774805031216,vibro
3.847848642694453,vibro
1.5312910280366003,vibro
2.05475573535531,vibro
1.9012706268304995,vibro
1.5302041684536478,vibro
2.1456373365908097,vibro
3.0554102488615005,vibro
1.811314703141961,vibro
2.1490616577825654,vibro
3.1322002425569324,vibro
3.413083742035964,vibro
1.1324158319556539,vibro
1.8870245756571955,vibro
3.2474739266598336,vibro
1.9405763888106282,vibro
2.0879312324208468,vibro
3.070067637125481,vibro
2.2920209454556253,vibro
2.657050846601125,vibro
2.4876561629127694,vibro
3.8782621800052395,vibro
1.1693243547049388,vibro
1.735887394408085,vibro
2.0728387374981945,vibro
1.7394891589865018,vibro
2.001170426162208,vibro
1.5434412822737584,vibro
1.7845112271451848,vibro
1.6998353803681623,vibro
2.2710555453134296,vibro
3.7424547407263096,vibro
1.664978222336789,vibro
2.366315824317501,vibro
2.708510832794151,vibro
1.4940769702815369,vibro
2.5022856720518285,vibro
3.3230386804103778,vibro
1.6368776107391696,vibro
1.5671155414393827,vibro
2.4938654430694447,vibro
3.6906717774281805,vibro
1.114277056922715,vibro
1.8270343892620953,vibro
3.4973426358774273,vibro
1.264160774886546,vibro
1.8661700668507633,vibro
3.848557228678138,vibro
1.7135866956600962,vibro
1.963282639247858,vibro
2.778938924303465,vibro
3.8801436376408573,vibro
1.9573377715766616,vibro
1.9900011765835846,vibro
1.6656782205366625,vibro
1.121150916293077,vibro
1.8594157993703073,vibro
2.2906288494808074,vibro
1.8833221182907118,vibro
2.0815950944187294,vibro
2.077211815503712,vibro
3.9789022643121075,vibro
2.189903429143262,vibro
2.4703073750184847,vibro
2.2873664174377786,vibro
1.4423210203156864,vibro
1.7154223773913875,vibro
2.0706857670861973,vibro
2.3822775483910874,vibro
1.8684104831550001,vibro
2.0177962104089353,vibro
4.242354366640798,vibro
1.1036035812360796,vibro
2.2029966887703245,vibro
2.756323382884724,vibro
1.5808340323814323,vibro
1.4881814452095485,vibro
3.2960639335393576,vibro
1.3859313989983049,vibro
3.2923821684671943,vibro
1.8701419794583778,vibro
3.4678542250273767,vibro
1.4745894961456334,vibro
2.5476427606139582,vibro
0.8967235291216435,vibro
1.3711416298869246,vibro
2.551816122435091,vibro
2.898467061477001,vibro
2.0620657889673795,vibro
1.9282858281121307,vibro
1.4305090257726858,vibro
3.822566947501535,vibro
1.7931531240744962,vibro
2.15586331319202,vibro
1.3015645287580895,vibro
1.1968269483511151,vibro
2.8868624348504235,vibro
3.1793974551252258,vibro
0.9118641198116532,vibro
2.2853871806825885,vibro
2.572698970081095,vibro
3.6742310841888477,vibro
1.311862724119866,vibro
2.0027511061146397,vibro
1.1448867927209279,vibro
1.3198301438249693,vibro
1.8860291563693887,vibro
3.10555126444518,vibro
1.5751423532156896,vibro
2.069083876714219,vibro
1.6532710261668935,vibro
3.5846040590251147,vibro
2.0626770555387965,vibro
2.0219246763966563,vibro
1.8900831024178468,vibro
1.359699276339763,vibro
2.561745557015058,vibro
3.18998613631063,vibro
1.5094326393969257,vibro
2.3089120282618536,vibro
1.431609628899366,vibro
4.029975236032707,vibro
2.5449908233671876,vibro
2.901053546784794,vibro
1.8103020919779724,vibro
1.4105376990637268,vibro
2.452079918326315,vibro
4.126068270853389,vibro
0.9778547673347774,vibro
2.419372058382569,vibro
2.5989501388565515,vibro
3.9116628314043127,vibro
1.4226427064998397,vibro
1.1880430611082637,vibro
1.4728348693686582,vibro
1.3877879929074182,vibro
2.854567705744395,vibro
3.5991829421961317,vibro
1.7669373815469431,vibro
2.6692781224314484,vibro
3.900262701369251,vibro
3.506055109676538,vibro
1.2894397767784025,vibro
2.230622421433971,vibro
3.6782994013499932,vibro
1.275853302794405,vibro
